amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,url,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,fulfilled-by,is-iba 
171-9678878-7652319,171-9678878-7652319,2024-04-17T21:17:49+00:00,2024-04-19T08:00:41+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs (Yellow), Everyday Laptop Backpack (Fits Laptop Up To 15.6 Inch), Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack F",MOJ05_FBA,B0BCK9DFD4,Shipped,1,INR,1899,,,,,,,,DURG,CHHATTISGARH,491001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-0239413-5665101,406-0239413-5665101,2024-04-17T18:34:46+00:00,2024-04-18T08:52:51+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs (Yellow), Everyday Laptop Backpack (Fits Laptop Up To 15.6 Inch), Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack F",MOJ05_FBA,B0BCK9DFD4,Shipped,1,INR,1899,,,,,,,,BHUBANESWAR,ODISHA,751003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
402-6559382-2941125,,2024-04-17T16:57:03+00:00,2024-04-21T04:51:07+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,PRO Coin Pouch with Zipper for Multipurpose Usage for Adults and Kids (Olive Green),CP006,B0D1TF1ZCC,Shipped,1,INR,299,45.61,,,,,,,MUMBAI,MAHARASHTRA,400042,IN,,FALSE,,,Easy Ship,FALSE
405-2919881-3893962,,2024-04-17T16:50:18+00:00,2024-04-22T06:14:41+00:00,Shipped - Returned to Seller,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,PRO Coin Pouch with Zipper for Multipurpose Usage for Adults and Kids (Mist Grey),CP008,B0D1V4GV3H,Shipped,1,INR,299,45.61,,,,,,,DELHI,DELHI,110092,IN,,FALSE,,,Easy Ship,FALSE
S02-3251247-8669045,2404171MKV,2024-04-17T15:35:37+00:00,2024-04-23T17:02:03+00:00,Shipped,Amazon,Non-Amazon,,,Standard,-,ltpdesign02_FBA,B07BQ3ZWRB,Unshipped,1,,,,,,,,,,Noida,UP,201301,IN,,FALSE,,,,FALSE
403-6353274-4338717,403-6353274-4338717,2024-04-17T14:33:31+00:00,2024-04-17T23:12:59+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Black), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In I",V2MJ2_FBA,B0CTWX9KGT,Shipped,1,INR,2199,,40,,,,,40,Thalassery,KERALA,670741,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
402-4709096-1829131,402-4709096-1829131,2024-04-17T13:40:15+00:00,2024-04-17T17:14:00+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain Cover &",H4002_FBA,B0BN33W9RJ,Shipped,1,INR,3533,,99,,,,,,BENGALURU,KARNATAKA,560058,IN,,FALSE,,,,FALSE
404-2578673-2688316,404-2578673-2688316,2024-04-17T10:53:34+00:00,2024-04-17T16:36:40+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Space Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ3_FBA,B0CTWWK68W,Shipped,1,INR,2199,,,,,,,,BENGALURU,KARNATAKA,560034,IN,,FALSE,,,,FALSE
405-3365346-9259503,405-3365346-9259503,2024-04-17T08:47:14+00:00,2024-04-19T22:35:27+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Black), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In I",V2MJ2_FBA,B0CTWX9KGT,Shipped,1,INR,2199,,40,,,,,40,AIZAWL,MIZORAM,796014,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
405-1009023-2963567,405-1009023-2963567,2024-04-17T07:46:45+00:00,2024-04-17T15:09:21+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,THANE,MAHARASHTRA,400601,IN,,FALSE,,,,FALSE
171-7626459-9914733,171-7626459-9914733,2024-04-17T07:10:54+00:00,2024-04-17T07:18:40+00:00,Cancelled,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs (Yellow), Everyday Laptop Backpack (Fits Laptop Up To 15.6 Inch), Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack F",MOJ05_FBA,B0BCK9DFD4,Cancelled,0,,,,,,,,,,BILGRAM,UTTAR PRADESH,241301,IN,,FALSE,,,,FALSE
407-4669439-8547544,407-4669439-8547544,2024-04-17T07:07:22+00:00,2024-04-18T13:35:56+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Olive Green), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rai",H2504_FBA,B0BJXNT8V6,Shipped,1,INR,3719,,40,,,,,40,UDHAMPUR,JAMMU & KASHMIR,182101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
405-3494743-3765947,405-3494743-3765947,2024-04-17T06:53:28+00:00,2024-04-19T13:26:29+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3533,,40,,,,,40,NAHARLAGUN,ARUNACHAL PRADESH,791110,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
405-4640527-0583538,,2024-04-17T06:52:55+00:00,2024-04-18T12:17:15+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,"CarryPro SLING(Space Grey) Crossbody Bag for Men and Women with Adjustable Strap, Water Resistant (2L)",CROSS03,B0BGNWFRRB,Shipped,1,INR,499,76.12,,,,,,,PANCHKULA,HARYANA,134116,IN,,FALSE,,,Easy Ship,FALSE
405-7359792-4408360,,2024-04-17T06:52:24+00:00,2024-04-17T06:53:42+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,"CarryPro SLING(Space Grey) Crossbody Bag for Men and Women with Adjustable Strap, Water Resistant (2L)",CROSS03,B0BGNWFRRB,,0,,,,,,,,,,JAIPUR,RAJASTHAN,302019,IN,,FALSE,,,Easy Ship,FALSE
406-4350161-9157140,406-4350161-9157140,2024-04-17T06:26:20+00:00,2024-04-17T19:59:26+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Mist Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ8_FBA,B0CTWVM9FV,Shipped,1,INR,2199,,,,,,,,Ernakulam,KERALA,682020,IN,,FALSE,,,,FALSE
408-3610740-4853961,408-3610740-4853961,2024-04-17T03:24:14+00:00,2024-04-17T11:35:24+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,,,,,,,MUMBAI,MAHARASHTRA,400065,IN,,FALSE,,,,FALSE
407-4662557-5129938,407-4662557-5129938,2024-04-17T02:30:02+00:00,2024-04-17T03:48:58+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs (Yellow), Everyday Laptop Backpack (Fits Laptop Up To 15.6 Inch), Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack F",MOJ05_FBA,B0BCK9DFD4,Shipped,1,INR,1899,,,,,,,,MUMBAI,MAHARASHTRA,400064,IN,,FALSE,,,,FALSE
407-0709603-8041900,407-0709603-8041900,2024-04-17T02:28:03+00:00,2024-04-17T02:28:54+00:00,Cancelled,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs (Yellow), Everyday Laptop Backpack (Fits Laptop Up To 15.6 Inch), Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack F",MOJ05_FBA,B0BCK9DFD4,Cancelled,0,,,,,,,,,,MUMBAI,MAHARASHTRA,400064,IN,,FALSE,,,,FALSE
405-2485403-8077938,405-2485403-8077938,2024-04-17T01:28:44+00:00,2024-04-17T14:20:25+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,,,,,,,Chandigarh,CHANDIGARH,160101,IN,,FALSE,,,,FALSE
404-6460610-1925925,404-6460610-1925925,2024-04-16T21:01:40+00:00,2024-04-17T07:56:32+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs(Space Grey)Everyday Laptop Backpack(Fits Laptop Up To 15.6 Inch),Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack Fo",MOJ03_FBA,B0BCKK2GF1,Shipped,1,INR,1899,,,,,,,,Nagpur,MAHARASHTRA,440023,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
402-7811535-9450749,402-7811535-9450749,2024-04-16T19:33:18+00:00,2024-04-17T04:42:49+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,,,,,,,AHMEDABAD,GUJARAT,382428,IN,,FALSE,,,,FALSE
171-8458079-4039533,171-8458079-4039533,2024-04-16T17:38:37+00:00,2024-04-17T04:56:34+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Rust Orange), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4001_FBA,B0BN348JBC,Shipped,1,INR,3533,,40,,,,,40,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
405-7443314-2652363,,2024-04-16T15:01:36+00:00,2024-04-21T06:49:57+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,"CarryPro SLING(Olive Green) Crossbody Bag for Men and Women with Adjustable Strap, Water Resistant (2L)",CROSS04,B0BGNWMS4R,Shipped,1,INR,499,76.12,,,,,,,DEOBAND,UTTAR PRADESH,247554,IN,,FALSE,,,Easy Ship,FALSE
171-3244759-4109965,171-3244759-4109965,2024-04-16T14:49:52+00:00,2024-04-17T19:06:27+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3533,,40,,,,,40,KHAMBHALIA,GUJARAT,361305,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-4797775-3632359,406-4797775-3632359,2024-04-16T12:55:06+00:00,2024-04-17T04:25:26+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Olive Green), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Mad",V2MJ6_FBA,B0CTX3NTW8,Shipped,1,INR,2199,,,,,,,,Ernakulam,KERALA,682020,IN,,FALSE,,,,FALSE
408-1360687-2345158,408-1360687-2345158,2024-04-16T08:56:37+00:00,2024-04-17T06:54:30+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,40,,,,,40,EAST DELHI,delhi,110032,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-9828127-8093920,406-9828127-8093920,2024-04-16T07:58:51+00:00,2024-04-16T10:43:27+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Olive Green), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rai",H2504_FBA,B0BJXNT8V6,Shipped,1,INR,3719,,,,,,,,PATIALA,PUNJAB,147001,IN,,FALSE,,,,FALSE
406-9400966-1536323,,2024-04-16T07:51:40+00:00,2024-04-19T05:31:29+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,"CarryPro SLING(Olive Green) Crossbody Bag for Men and Women with Adjustable Strap, Water Resistant (2L)",CROSS04,B0BGNWMS4R,Shipped,1,INR,499,76.12,,,,,,,PATIALA,PUNJAB,147001,IN,,FALSE,,,Easy Ship,FALSE
406-8923686-6868316,406-8923686-6868316,2024-04-16T07:47:19+00:00,2024-04-17T09:40:51+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,,,,,,,PATIALA,PUNJAB,147001,IN,,FALSE,,,,FALSE
404-2756983-5119557,404-2756983-5119557,2024-04-16T07:30:49+00:00,2024-04-18T11:35:47+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,40,,,,,40,Shillong,MEGHALAYA,793002,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
403-0461447-7851519,403-0461447-7851519,2024-04-16T04:58:38+00:00,2024-04-16T12:44:22+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,40,,,,,40,NAVI MUMBAI,MAHARASHTRA,400706,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
408-8647093-3995548,408-8647093-3995548,2024-04-15T20:08:45+00:00,2024-04-16T04:22:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,,,,,,,Gurugram,HARYANA,122004,IN,,FALSE,,,,FALSE
405-5690210-4618702,405-5690210-4618702,2024-04-15T19:29:28+00:00,2024-04-16T06:06:44+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,MUMBAI,MAHARASHTRA,400056,IN,,FALSE,,,,FALSE
405-0062773-6700342,405-0062773-6700342,2024-04-15T18:47:05+00:00,2024-04-16T05:49:04+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Space Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ3_FBA,B0CTWWK68W,Shipped,1,INR,2199,,,,,,,,NEW DELHI,DELHI,110034,IN,,FALSE,,,,FALSE
403-1166087-3894761,403-1166087-3894761,2024-04-15T18:23:52+00:00,2024-04-16T06:06:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,MUMBAI,MAHARASHTRA,400075,IN,,FALSE,,,,FALSE
405-1443142-0140331,405-1443142-0140331,2024-04-15T18:15:10+00:00,2024-04-16T04:11:22+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Rust Orange), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4001_FBA,B0BN348JBC,Shipped,1,INR,3533,,,,,,,,THANE,MAHARASHTRA,400607,IN,,FALSE,,,,FALSE
407-8746291-6135509,407-8746291-6135509,2024-04-15T18:05:06+00:00,2024-04-16T12:34:37+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain Cover &",H4002_FBA,B0BN33W9RJ,Shipped,1,INR,3533,,,,,,,,KANPUR,UTTAR PRADESH,208007,IN,,FALSE,,,,FALSE
171-6170405-1026738,171-6170405-1026738,2024-04-15T17:29:23+00:00,2024-04-16T10:38:35+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,,,,,,,MUMBAI,MAHARASHTRA,400066,IN,,FALSE,,,,FALSE
406-2935697-2677919,406-2935697-2677919,2024-04-15T17:21:34+00:00,2024-04-15T18:51:21+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro URBX 25 Ltrs(Mist Grey), Urban Exploration Laptop Backpack(16 inch), Two Front Organizers, Water Resistant Fabric, Roll-Top Zipper, Backpack",UX08_FBA,B0C2R565X3,Shipped,1,INR,2599,,,,,,,,NEW DELHI,DELHI,110041,IN,,FALSE,,,,FALSE
408-5247132-1956320,408-5247132-1956320,2024-04-15T16:58:23+00:00,2024-04-16T05:52:25+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Black), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In I",V2MJ2_FBA,B0CTWX9KGT,Shipped,1,INR,0,,,,,,,,BENGALURU,KARNATAKA,560064,IN,,FALSE,,,,FALSE
402-7446025-3317133,402-7446025-3317133,2024-04-15T16:14:24+00:00,2024-04-16T05:48:51+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,40,,,,,40,BHAGALPUR,BIHAR,812002,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
407-0479297-3266725,407-0479297-3266725,2024-04-15T11:39:12+00:00,2024-04-15T20:10:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Rust Orange), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4001_FBA,B0BN348JBC,Shipped,1,INR,3533,,,,,,,,NAVI MUMBAI,MAHARASHTRA,410210,IN,,FALSE,,,,FALSE
405-7891378-1201145,405-7891378-1201145,2024-04-15T11:31:16+00:00,2024-04-17T06:50:43+00:00,Cancelled,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Cancelled,0,,,,,,,,,,NAHARLAGUN,ARUNACHAL PRADESH,791110,IN,,FALSE,,,,FALSE
408-0895139-8425954,408-0895139-8425954,2024-04-15T11:07:17+00:00,2024-04-16T21:07:25+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Space Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ3_FBA,B0CTWWK68W,Shipped,1,INR,2199,,40,,,,,40,MUMBAI,MAHARASHTRA,400006,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
402-4870913-0651520,402-4870913-0651520,2024-04-15T09:49:50+00:00,2024-04-15T14:07:24+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,40,,,,,40,RAIPUR,CHHATTISGARH,492001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
171-8828411-2254714,171-8828411-2254714,2024-04-15T08:13:08+00:00,2024-04-15T12:14:57+00:00,Cancelled,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Cancelled,0,,,,,,,,,,PUNE,MAHARASHTRA,411051,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
402-2043612-5140317,402-2043612-5140317,2024-04-15T02:09:26+00:00,2024-04-18T03:49:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Rain & Dust Cover for Backpack, Waterproof Dustproof Rain Cover, Elastic Adjustable for School, College, Office,Hiking Bags (15L-24L,Black)",RC001_FBA,B0CBVW1TFK,Shipped,1,INR,269,,40,,,,,40,NAMCHI,SIKKIM,737126,IN,Duplicated AYTJSBA8ZOP16 1567159860988,FALSE,,,,FALSE
405-6298363-4050737,405-6298363-4050737,2024-04-14T19:25:11+00:00,2024-04-18T20:49:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3519,,40,,,,,40,Naharlagun,ARUNACHAL PRADESH,791110,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
404-5428028-4858700,404-5428028-4858700,2024-04-14T18:28:36+00:00,2024-04-15T05:30:29+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Rain & Dust Cover for Backpack, Waterproof Dustproof Rain Cover, Elastic Adjustable for School, College, Office,Hiking Bags (15L-24L,Black)",RC001_FBA,B0CBVW1TFK,Shipped,1,INR,269,,,,,,,,BANGALORE,KARNATAKA,560078,IN,,FALSE,,,,FALSE
406-5309985-9206760,406-5309985-9206760,2024-04-14T18:25:48+00:00,2024-04-15T05:45:25+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO 20 Ltrs (Purple), Everyday Backpack (Fits Laptop Up to 15.6 inch), Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack for Wome",MOJ07_FBA,B0C1NS1RWP,Shipped,1,INR,1799,,40,,,,,40,BENGALURU,KARNATAKA,560037,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
405-0541415-3105144,405-0541415-3105144,2024-04-14T18:06:12+00:00,2024-04-15T18:18:34+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain Cover &",H4002_FBA,B0BN33W9RJ,Shipped,1,INR,3519,,40,,,,,40,GUWAHATI,ASSAM,781006,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
403-3233326-9292322,403-3233326-9292322,2024-04-14T17:39:35+00:00,2024-04-15T04:22:28+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain Cover &",H4002_FBA,B0BN33W9RJ,Shipped,1,INR,3519,,,,,,,,HYDERABAD,TELANGANA,500082,IN,,FALSE,,,,FALSE
408-7250657-5748306,408-7250657-5748306,2024-04-14T16:11:48+00:00,2024-04-14T17:46:27+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs(Space Grey)Everyday Laptop Backpack(Fits Laptop Up To 15.6 Inch),Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack Fo",MOJ03_FBA,B0BCKK2GF1,Shipped,1,INR,1799,,,,,,,,JAIPUR,RAJASTHAN,302012,IN,,FALSE,,,,FALSE
407-1587019-8465957,407-1587019-8465957,2024-04-14T15:40:07+00:00,2024-04-15T05:17:28+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Black), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In I",V2MJ2_FBA,B0CTWX9KGT,Shipped,1,INR,2199,,,,,,,,BENGALURU,KARNATAKA,560064,IN,,FALSE,,,,FALSE
405-9861973-7306742,405-9861973-7306742,2024-04-14T15:31:52+00:00,2024-05-03T14:55:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3519,,40,,,,,40,HYDERABAD,TELANGANA,500089,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
403-0237197-8525123,403-0237197-8525123,2024-04-14T15:17:19+00:00,2024-04-15T05:32:24+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,,,,,,,SEHARA,WEST BENGAL,713386,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
